"doc_id","index_title","index_case_cause","index_case_number","index_close_date","index_court_name","index_court_level","index_procedure","index_row_index","metadata__judgment_date","metadata__region","case_profile__procedure_stage","case_profile__case_type_secondary","criminal_filter_rule","criminal_filter_is_explicit_criminal","sample_year","sample_region","sample_stage"
"0d9fe91f-2205-4c7a-9ba3-abcd009bc201","吴某1与叶某某委托合同纠纷一审民事案","委托合同纠纷","（2020）浙1123民初494号","2020-05-18","遂昌县人民法院","基层法院","一审","8134","2020-05-18","浙江","一审","委托合同纠纷","case_reason_contains_罪","0","2020","浙江","一审"
"b42dedb0-ed5f-4f52-8ba5-b2080010b16c","某公司与徐某某合同纠纷一审民事案","合同纠纷","（2023）辽0102民初22417号","2024-02-04","沈阳市和平区人民法院","基层法院","一审","1399","2024-02-04","辽宁","一审","合同纠纷","case_reason_contains_罪","0","2024","辽宁","一审"
"cf348669-e2bb-415b-9214-aee501815c9e","张某某、方某某民间借贷纠纷民事一审民事案","民间借贷纠纷","（2022）鲁0214民初8237号","2022-06-06","青岛市城阳区人民法院","基层法院","一审","3721","2022-06-06","山东","一审","民间借贷纠纷","case_reason_contains_罪","0","2022","山东","一审"
"abfabf69-93f3-42df-9b9e-af1e0021659a","朱某某、田某某等民间借贷纠纷民事二审民事案","民间借贷纠纷","（2022）冀04民终2747号","2022-08-25","河北省邯郸市中级人民法院","中级法院","二审","3394","2022-08-25","河北","二审","民间借贷纠纷","case_reason_contains_罪","0","2022","河北","二审"
"6b1b3870-0aa0-42ba-9e62-aea101806029","某公司1、某公司2著作权权属纠纷民事一审民事案","著作权权属纠纷","（2022）鲁0991民初438号","2022-04-21","泰安高新技术产业开发区人民法院","基层法院","一审","3910","2022-04-21","山东","一审","著作权权属纠纷","case_reason_contains_罪","0","2022","山东","一审"
"f162377f-15e0-4202-bf3a-b15700c779ae","A公司、方某等股东损害公司债权人利益责任纠纷一审民事案","损害公司债权人利益责任纠纷","（2023）浙0106民初6549号","2024-01-29","杭州市西湖区人民法院","基层法院","一审","1439","2024-01-29","浙江","一审","损害公司债权人利益责任纠纷","case_reason_contains_罪","0","2024","浙江","一审"
"8fa328d6-c90f-424f-91de-ac160116c93e","林某某与闫某某、某公司侵害外观设计专利权纠纷一审民事案","侵害外观设计专利权纠纷","（2020）豫01知民初348号","2020-06-29","河南省郑州市中级人民法院","中级法院","一审","7850","2020-06-29","河南","一审","侵害外观设计专利权纠纷","case_reason_contains_罪","0","2020","河南","一审"
"3590313c-81f1-4fb7-91a1-ac8f0087917c","张某某与蒋某某、黄某某委托理财合同纠纷一审民事案","委托理财合同纠纷","（2020）川1323民初1292号","2020-09-30","蓬安县人民法院","基层法院","一审","7274","2020-09-30","四川","一审","委托理财合同纠纷","case_reason_contains_罪","0","2020","四川","一审"
"b8e7b731-af86-4e88-94d6-a9cd00119296","郑某某与某公司合同纠纷二审民事案","合同纠纷","（2018）京03民终539号","2018-12-29","北京市第三中级人民法院","中级法院","二审","10026","2018-12-29","北京","二审","合同纠纷","case_reason_contains_罪","0","2018","北京","二审"
"71317645-266b-491a-ad6b-ad75017fb809","4672王某2与王某1、丁某某委托合同纠纷一审民事案","委托合同纠纷","（2020）苏0303民初4672号","2021-06-15","徐州市云龙区人民法院","基层法院","一审","5643","2021-06-15","江苏","一审","委托合同纠纷","case_reason_contains_罪","0","2021","江苏","一审"
