doc_id,index_title,index_case_cause,index_case_number,index_close_date,index_court_name,index_court_level,index_procedure,index_row_index,metadata__judgment_date,metadata__region,case_profile__procedure_stage,case_profile__case_type_secondary,criminal_filter_rule,criminal_filter_is_explicit_criminal,sample_year,sample_region,sample_stage,annotation_saved_at,manual__case_amount,manual__case_amount_type,manual__typical_virtual_currency,manual__direct_related_contract_validity,manual__indirect_related_contract_validity,manual__activity_types,manual__court_level,manual__judgment_date,manual__region,manual__case_type_primary,manual__case_type_secondary,manual__procedure_stage,manual__is_appeal,manual__currency_types,manual__legal_characterization,manual__virtual_currency_property_status,manual__direct_transaction_legality_assessment,manual__indirect_transaction_legality_assessment,manual__reasons_for_invalidity_or_no_protection,manual__cited_policies,manual__policy_labels,manual__judicial_framing,annotation_notes,gold__case_amount,gold__case_amount_type,gold__typical_virtual_currency,gold__direct_related_contract_validity,gold__indirect_related_contract_validity,gold__activity_types,gold__court_level,gold__judgment_date,gold__region,gold__case_type_primary,gold__case_type_secondary,gold__procedure_stage,gold__is_appeal,gold__currency_types,gold__legal_characterization,gold__virtual_currency_property_status,gold__direct_transaction_legality_assessment,gold__indirect_transaction_legality_assessment,gold__reasons_for_invalidity_or_no_protection,gold__cited_policies,gold__policy_labels,gold__judicial_framing,annotated
62703603-128e-4130-9168-adf1007af04a,唐某某、陈某某委托理财合同纠纷民事一审民事案,委托理财合同纠纷,（2021）川1602民初6420号,2021-10-26,广安市广安区人民法院,基层法院,一审,4835,2021-10-26,四川,一审,委托理财合同纠纷,case_reason_contains_罪,0,2021,四川,一审,,,,,,,,,,,,,,,,,,,,,,,,,173000,投资款,是,未成立,不适用,"[""委托理财/代投""]",基层法院,2021-10-26,四川,民事,委托理财合同纠纷,一审,false,"[""虚拟货币"",""云币""]",委托合同,"[""未明确""]",未明确,不适用,"[""证据不足"",""请求权基础不成立""]",[],[],"[""证据不足"",""请求权基础不成立""]",0
41285d19-01cd-463d-b281-ac86000ae111,严某某与某公司民间委托理财合同纠纷一审民事案,民间委托理财合同纠纷,（2019）京0111民初21457号,2020-08-24,房山区人民法院,基层法院,一审,7537,2020-08-24,北京,一审,民间委托理财合同纠纷,case_reason_contains_罪,0,2020,北京,一审,,,,,,,,,,,,,,,,,,,,,,,,,,,是,有效,不适用,"[""委托理财/代投""]",基层法院,2020-08-24,北京,民事,民间委托理财合同纠纷,一审,false,"[""BTC"",""比特币""]",委托合同,"[""特定虚拟商品"",""虚拟财产""]",合法有效,不适用,[],"[""《中国人民银行等部门关于防范比特币风险的通知》"",""《关于防范代币发行融资风险的公告》""]","[""2013五部委通知"",""2017九四公告""]","[""返还本金"",""财产属性保护""]",0
ae702f6d-5fe4-4480-a2fb-ac96008eb4e9,刘某某与孙某2所有权纠纷一案民事二审案,所有权纠纷,（2020）粤13民终3771号,2020-10-15,广东省惠州市中级人民法院,中级法院,二审,7217,2020-10-15,广东,二审,所有权纠纷,case_reason_contains_罪,0,2020,广东,二审,,,,,,,,,,,,,,,,,,,,,,,,,,,是,不适用,不适用,"[""买卖/兑换""]",中级法院,2020-10-15,广东,民事,所有权纠纷,二审,true,"[""比特币""]",所有权纠纷,"[""未明确""]",未明确,不适用,[],[],[],"[""其他""]",0
cd1edad3-1f2c-4634-ba41-b04c0024c307,陈某某、宋某某财产损害赔偿纠纷民事一审民事案,财产损害赔偿纠纷,（2022）粤0605民初17332号,2022-12-02,佛山市南海区人民法院,基层法院,一审,3086,2022-12-02,广东,一审,财产损害赔偿纠纷,case_reason_contains_罪,0,2022,广东,一审,,,,,,,,,,,,,,,,,,,,,,,,,,,是,未明确,不适用,"[""买卖/兑换"",""委托理财/代投""]",基层法院,2022-12-02,广东,民事,财产损害赔偿纠纷,一审,false,"[""AMC""]",其他,"[""未明确""]",未明确,不适用,"[""证据不足""]",[],[],"[""证据不足""]",0
b25ec8fe-ac65-4d7a-b764-ac9100be7e90,姜某某与徐某某、冯某某合伙协议纠纷一审民事案,合伙协议纠纷,（2019）粤0106民初5653号,2020-07-01,广州市天河区人民法院,基层法院,一审,7814,2020-07-01,广东,一审,合伙协议纠纷,case_reason_contains_罪,0,2020,广东,一审,,,,,,,,,,,,,,,,,,,,,,,,,3200000,投资款,是,未明确,未明确,"[""挖矿"",""买卖/兑换""]",基层法院,2020-07-01,广东,民事,合伙协议纠纷,一审,false,"[""大零币"",""比特币""]",合伙协议,"[""未明确""]",未明确,未明确,[],[],[],"[""返还本金""]",0
bf232130-07b5-470e-84fe-adeb01882c70,李某某、刘某1合伙协议纠纷民事一审民事案,合伙合同纠纷,（2021）云0624民初1136号,2021-10-19,大关县人民法院,基层法院,一审,4883,2021-10-19,云南,一审,合伙合同纠纷,case_reason_contains_罪,0,2021,云南,一审,,,,,,,,,,,,,,,,,,,,,,,,,340000,原告诉请本金,是,无效,不适用,"[""挖矿""]",基层法院,2021-10-19,云南,民事,合伙合同纠纷,一审,false,"[""比特币""]",合伙合同,"[""不具有法偿性"",""非货币"",""未明确""]",合同无效,不适用,"[""扰乱金融秩序"",""违背公序良俗"",""非法金融活动""]","[""《关于防范比特币风险的通知》"",""《关于防范代币发行融资风险的公告》"",""《关于进一步防范和处置虚拟货币交易炒作风险的通知》""]","[""2013五部委通知"",""2017九四公告"",""2021九二四通知""]","[""合同无效"",""扰乱金融秩序"",""违背公序良俗"",""非法债务"",""风险自担""]",0
aa2bd81d-3fdb-4e00-bab3-b1560020c3ee,施某某与吴某某买卖合同纠纷二审民事案,买卖合同纠纷,（2023）闽09民终899号,2023-07-20,福建省宁德市中级人民法院,中级法院,二审,2280,2023-07-20,福建,二审,买卖合同纠纷,case_reason_contains_罪,0,2023,福建,二审,,,,,,,,,,,,,,,,,,,,,,,,,5000,购买价款,是,无效,不适用,"[""买卖/兑换""]",中级法院,2023-07-20,福建,民事,买卖合同纠纷,二审,true,"[""USDT币""]",买卖合同,"[""不具有法偿性"",""非货币"",""未明确""]",合同无效,不适用,"[""违背公序良俗"",""扰乱金融秩序""]","[""《关于进一步防范和处置虚拟货币交易炒作风险的通知》""]","[""2021九二四通知""]","[""合同无效"",""违背公序良俗"",""扰乱金融秩序"",""风险自担""]",0
e690b587-5ab8-4943-9bd9-de2ef2dd88b8,秦某某与某公司1等一审民事案,服务合同纠纷,（2023）京0105民初63764号,2023-11-01,朝阳区人民法院,基层法院,一审,1903,2023-11-01,北京,一审,服务合同纠纷,case_reason_contains_罪,0,2023,北京,一审,,,,,,,,,,,,,,,,,,,,,,,,,4638,购买价款,否,,,[],基层法院,2023-11-01,北京,民事,服务合同纠纷,一审,false,[],,[],,,[],[],[],[],0
026fee52-1a65-4ad8-a308-af73001777cc,王某1、某公司合同纠纷民事一审民事案,合同纠纷,（2022）湘1321民初1015号,2022-12-16,双峰县人民法院,基层法院,一审,3040,2022-12-16,湖南,一审,合同纠纷,case_reason_contains_罪,0,2022,湖南,一审,,,,,,,,,,,,,,,,,,,,,,,,,970530,购买价款,否,,,[],基层法院,2022-12-16,湖南,民事,合同纠纷,一审,false,[],,[],,,[],[],[],[],0
bbb00f0b-b720-4baf-9378-b10000297393,徐某某、刘某某合同纠纷民事二审民事案,合同纠纷,（2023）粤06民终8714号,2023-09-22,广东省佛山市中级人民法院,中级法院,二审,2064,2023-09-22,广东,二审,合同纠纷,case_reason_contains_罪,0,2023,广东,二审,,,,,,,,,,,,,,,,,,,,,,,,,55000,投资款,是,无效,不适用,"[""委托理财/代投""]",中级法院,2023-09-22,广东,民事,合同纠纷,二审,true,"[""虚拟货币""]",委托合同,"[""非货币"",""未明确""]",不受法律保护,不适用,"[""违背公序良俗"",""投资风险自担""]","[""《关于防范比特币风险的通知》"",""《关于防范代币发行融资风险的公告》"",""《关于进一步防范和处置虚拟货币交易炒作风险的通知》""]","[""2013五部委通知"",""2017九四公告"",""2021九二四通知""]","[""风险自担"",""违背公序良俗"",""合同无效""]",0
