"doc_id","index_title","index_case_cause","index_case_number","index_close_date","index_court_name","index_court_level","index_procedure","index_row_index","metadata__judgment_date","metadata__region","case_profile__procedure_stage","case_profile__case_type_secondary","criminal_filter_rule","criminal_filter_is_explicit_criminal","sample_year","sample_region","sample_stage"
"770a9438-1be7-4a22-92cf-ac070121388c","张某某与某公司、闵某2追索劳动报酬纠纷一审民事案","追索劳动报酬纠纷","（2020）豫1502民初1248号","2020-06-03","信阳市浉河区人民法院","基层法院","一审","8021","2020-06-03","河南","一审","追索劳动报酬纠纷","case_reason_contains_罪","0","2020","河南","一审"
"380f2810-963f-4d75-9841-b23300e1d482","付某与任某某民间借贷纠纷一审民事案","民间借贷纠纷","（2024）沪0117民初3773号","2024-07-30","上海市松江区人民法院","基层法院","一审","475","2024-07-30","上海","一审","民间借贷纠纷","case_reason_contains_罪","0","2024","上海","一审"
"f2f71058-f0cb-47de-9d26-b168013ac312","温ｘｘ、冯ｘ合同纠纷民事一审民事案","合同纠纷","（2023）苏0404民初70号","2023-05-15","江苏省常州市钟楼区人民法院","基层法院","一审","2527","2023-05-15","江苏","一审","合同纠纷","case_reason_contains_罪","0","2023","江苏","一审"
"dcf6f812-6767-4b69-9ba7-af09017227b3","江某某、吕某某民间借贷纠纷民事二审民事案","民间借贷纠纷","（2022）豫17民终404号","2022-03-03","河南省驻马店市中级人民法院","中级法院","二审","4100","2022-03-03","河南","二审","民间借贷纠纷","case_reason_contains_罪","0","2022","河南","二审"
"7be71ec3-d54e-459f-a24e-ae4300e2af26","张某某、吴某2委托合同纠纷民事一审民事案","委托合同纠纷","（2021）赣0423民初2573号","2021-10-25","武宁县人民法院","基层法院","一审","4845","2021-10-25","江西","一审","委托合同纠纷","case_reason_contains_罪","0","2021","江西","一审"
"ecd8b7cc-5eee-41c2-824e-aa7100282c57","某公司1与某公司3等不正当竞争纠纷二审民事案","不正当竞争纠纷","（2019）京73民终1128号","2019-06-05","北京知识产权法院","中级法院","二审","9601","2019-06-05","北京","二审","不正当竞争纠纷","case_reason_contains_罪","0","2019","北京","二审"
"19ed9e96-432c-4270-9316-b187006bad16","卡某某、陈某某不当得利纠纷民事二审民事案","不当得利纠纷","（2024）新40民终727号","2024-03-25","新疆维吾尔自治区高级人民法院伊犁哈萨克自治州分院","中级法院","二审","1189","2024-03-25","新疆","二审","不当得利纠纷","case_reason_contains_罪","0","2024","新疆","二审"
"2e6f3235-39d4-4530-8133-ab8900a6236c","某公司1、某公司2合同纠纷二审民事案","合同纠纷","（2020）闽02民终1243号","2020-05-14","福建省厦门市中级人民法院","中级法院","二审","8761","2020-05-14","福建","二审","合同纠纷","case_reason_contains_罪","0","2020","福建","二审"
"510e1a89-e2d1-4a59-915d-b1b800b8ff2a","威海某公司、王某合同纠纷民事一审民事案","合同纠纷","（2023）鲁1091民初655号","2023-09-08","威海火炬高技术产业开发区人民法院","基层法院","一审","2111","2023-09-08","山东","一审","合同纠纷","case_reason_contains_罪","0","2023","山东","一审"
"0443da01-9ab5-4e1b-a141-b1db018aaa45","保某与高某、彭某民间借贷纠纷一审民事案","民间借贷纠纷","（2024）云0322民初893号","2024-03-27","陆良县人民法院","基层法院","一审","1166","2024-03-27","云南","一审","民间借贷纠纷","case_reason_contains_罪","0","2024","云南","一审"
